"date","code","delta","value"
2018-09-15,RUB,-3332.72,525202.7799999999
2018-09-16,RUB,-3804.75,521398.0299999999
2018-09-17,RUB,-8870.25,512527.7799999999
2018-09-18,USD,20.85,13187.659999999989
2018-09-18,RUB,-804.25,511723.5299999999
2018-09-19,RUB,-500,511223.5299999999
2018-09-20,USD,-1170,12017.659999999989
2018-09-20,EUR,975,6095.880000000001
2018-09-21,RUB,-2137.41,509086.11999999994
2018-09-22,RUB,-1608,507478.11999999994
2018-09-23,RUB,-2884.8,504593.31999999995
2018-09-24,RUB,-2808.42,501784.89999999997
2018-09-25,RUB,98315,600099.8999999999
2018-09-26,RUB,-52774.72,547325.1799999999
2018-09-27,RUB,-39814,507511.17999999993
2018-09-28,RUB,-259.5,507251.67999999993
2018-09-29,RUB,-7628.53,499623.1499999999
2018-09-30,RUB,-1337.96,498285.1899999999
2018-10-01,RUB,-4567.55,493717.6399999999
2018-10-02,RUB,-1037.78,492679.85999999987
2018-10-03,RUB,-8831.9,483847.95999999985
2018-10-04,RUB,-1382.88,482465.07999999984
2018-10-05,RUB,-231.1,482233.97999999986
2018-10-06,RUB,-219818.29,262415.6899999998
2018-10-08,RUB,900.5,263316.1899999998
2018-10-09,RUB,-37006.37,226309.81999999983
2018-10-10,RUB,3159.93,229469.74999999983
2018-10-11,RUB,-18179.6,211290.14999999982
2018-10-12,RUB,87216.23,298506.37999999983
2018-10-13,RUB,-2988.56,295517.81999999983
2018-10-14,RUB,-9399.34,286118.4799999998
2018-10-15,RUB,-5282.19,280836.2899999998
2018-10-16,RUB,-11970.74,268865.5499999998
2018-10-17,RUB,-1439.66,267425.88999999984
2018-10-18,RUB,-7477.37,259948.51999999984
2018-10-20,RUB,-1531.91,258416.60999999984
2018-10-21,RUB,-981.9,257434.70999999985
2018-10-22,RUB,-1610.59,255824.11999999985
2018-10-23,RUB,-213.3,255610.81999999986
2018-10-25,RUB,102445.3,358056.1199999999
2018-10-26,RUB,-51502,306554.1199999999
2018-10-28,RUB,-2645.21,303908.90999999986
2018-10-29,RUB,-1525.54,302383.3699999999
2018-10-30,RUB,-5915.13,296468.2399999999
2018-10-31,RUB,1052.59,297520.8299999999
2018-11-01,RUB,-5871.22,291649.6099999999
2018-11-02,USD,0,12017.659999999989
2018-11-02,EUR,0,6095.880000000001
2018-11-02,RUB,-507,291142.6099999999
2018-11-03,RUB,-959,290183.6099999999
2018-11-04,RUB,-11170.82,279012.7899999999
2018-11-05,RUB,-413,278599.7899999999
2018-11-06,RUB,-2961.19,275638.5999999999
2018-11-07,RUB,-1798,273840.5999999999
2018-11-08,RUB,-4929.1,268911.49999999994
2018-11-09,RUB,52610.09,321521.58999999997
2018-11-10,RUB,-8276.03,313245.55999999994
2018-11-11,RUB,-2094.2,311151.3599999999
2018-11-12,RUB,-4624.7,306526.6599999999
2018-11-13,RUB,-8489.88,298036.7799999999
2018-11-14,RUB,-3285.91,294750.86999999994
2018-11-15,RUB,-2902.18,291848.68999999994
2018-11-16,RUB,-3751.1,288097.58999999997
2018-11-17,RUB,-3448.21,284649.37999999995
2018-11-18,USD,20.94,12038.59999999999
2018-11-18,RUB,-5579,279070.37999999995
2018-11-19,RUB,-4221.63,274848.74999999994
2018-11-20,RUB,-2449.46,272399.2899999999
2018-11-21,RUB,-624.8,271774.48999999993
2018-11-22,RUB,2086.4,273860.88999999996
2018-11-23,RUB,-54499.68,219361.20999999996
2018-11-24,RUB,-310,219051.20999999996
2018-11-25,RUB,-260,218791.20999999996
2018-11-26,RUB,-798.65,217992.55999999997
2018-11-27,RUB,105183.26,323175.81999999995
2018-11-28,RUB,-51665,271510.81999999995
2018-11-29,RUB,-227,271283.81999999995
2018-11-30,USD,0.01,12038.60999999999
2018-11-30,EUR,0.05,6095.930000000001
2018-11-30,RUB,-1341.56,269942.25999999995
2018-12-01,RUB,-1286.5,268655.75999999995
2018-12-02,RUB,-5355,263300.75999999995
2018-12-03,RUB,-5047.29,258253.46999999994
2018-12-04,RUB,-6405.09,251848.37999999995
2018-12-05,RUB,-3502,248346.37999999995
2018-12-06,RUB,-16896.91,231449.46999999994
2018-12-07,RUB,87240.5,318689.97
2018-12-08,RUB,-910,317779.97
2018-12-09,RUB,-3671,314108.97
2018-12-10,RUB,-13742.67,300366.3
2018-12-11,RUB,-846.43,299519.87
2018-12-12,RUB,-1118.26,298401.61
2018-12-13,RUB,-1066.51,297335.1
2018-12-14,RUB,-925.5,296409.6
2018-12-15,RUB,-1790,294619.6
2018-12-16,RUB,-12172.8,282446.8
2018-12-17,RUB,-2394.44,280052.36
2018-12-18,USD,20.3,12058.909999999989
2018-12-18,RUB,-6003.29,274049.07
2018-12-20,RUB,-2440.93,271608.14
2018-12-21,RUB,-9574,262034.14
2018-12-22,RUB,-2970,259064.14
2018-12-23,RUB,-12539.64,246524.5
2018-12-24,RUB,-24582,221942.5
2018-12-25,RUB,198777.37,420719.87
2018-12-26,RUB,-1715.6,419004.27
2018-12-27,RUB,-53260.6,365743.67000000004
2018-12-28,RUB,-67516.1,298227.57000000007
2018-12-29,RUB,-2485.95,295741.62000000005
2018-12-30,RUB,-15429.62,280312.00000000006
2018-12-31,USD,0.01,12058.91999999999
2018-12-31,EUR,0.05,6095.980000000001
2018-12-31,RUB,58.87,280370.87000000005
2019-01-01,RUB,-2426.83,277944.04000000004
2019-01-02,RUB,-3542.94,274401.10000000003
2019-01-04,RUB,-390,274011.10000000003
2019-01-05,RUB,-643,273368.10000000003
2019-01-06,RUB,-22462.53,250905.57000000004
2019-01-07,RUB,-2112,248793.57000000004
2019-01-08,RUB,-1368.29,247425.28000000003
2019-01-09,RUB,-423.8,247001.48000000004
2019-01-10,RUB,85909.25,332910.73000000004
2019-01-11,RUB,-19945.42,312965.31000000006
2019-01-12,RUB,-1381,311584.31000000006
2019-01-13,RUB,-4000.1,307584.2100000001
2019-01-14,RUB,-352.4,307231.81000000006
2019-01-15,RUB,-1573.62,305658.19000000006
2019-01-16,RUB,-1305.77,304352.42000000004
2019-01-17,RUB,-11083.6,293268.82000000007
2019-01-18,USD,21.03,12079.94999999999
2019-01-18,RUB,-2467.21,290801.61000000004
2019-01-19,RUB,-518,290283.61000000004
2019-01-20,RUB,-1276.2,289007.41000000003
2019-01-21,RUB,-3635.77,285371.64
2019-01-22,RUB,-1131.24,284240.4
2019-01-23,RUB,-8907.25,275333.15
2019-01-24,RUB,-25660,249673.15000000002
2019-01-25,RUB,101843.49,351516.64
2019-01-26,RUB,-2060.76,349455.88
2019-01-27,RUB,-853,348602.88
2019-01-28,RUB,8212.6,356815.48
2019-01-29,RUB,-2608.61,354206.87
2019-01-30,RUB,-61570.61,292636.26
2019-01-31,USD,0.73,12080.67999999999
2019-01-31,EUR,0.05,6096.030000000002
2019-01-31,RUB,573.34,293209.60000000003
2019-02-01,RUB,-1980.49,291229.11000000004
2019-02-02,RUB,-2547.76,288681.35000000003
2019-02-03,RUB,-3824.09,284857.26
2019-02-04,RUB,-6846.2,278011.06
2019-02-05,RUB,-27944.12,250066.94
2019-02-06,USD,-730.75,11349.92999999999
2019-02-06,RUB,-52291.55,197775.39
2019-02-07,RUB,82496.42,280271.81
2019-02-08,RUB,-4598.6,275673.21
2019-02-09,RUB,-20132.34,255540.87000000002
2019-02-10,RUB,3074.99,258615.86000000002
2019-02-11,RUB,-11207.23,247408.63
2019-02-12,RUB,-972.2,246436.43
2019-02-13,RUB,-804.4,245632.03
2019-02-14,RUB,-1302.86,244329.17
2019-02-15,RUB,-220132.28,24196.890000000014
2019-02-16,RUB,-40430.38,-16233.489999999983
2019-02-17,RUB,0,-16233.489999999983
2019-02-18,USD,21.06,11370.989999999989
2019-02-18,RUB,-617.5,-16850.989999999983
2019-02-19,RUB,-6269.86,-23120.849999999984
2019-02-20,RUB,-5169.54,-28290.389999999985
2019-02-21,RUB,-579,-28869.389999999985
2019-02-22,RUB,-1698.02,-30567.409999999985
2019-02-23,RUB,-6650.63,-37218.039999999986
2019-02-24,RUB,-1000,-38218.039999999986
2019-02-25,RUB,103400,65181.960000000014
2019-02-26,RUB,82143.71,147325.67
2019-02-27,RUB,-3062.63,144263.04
2019-02-28,RUB,-17871.9,126391.14000000001
2019-03-01,RUB,-8593.9,117797.24000000002
2019-03-02,RUB,-59564.51,58232.73000000002
2019-03-03,GBP,153.95,234.38999999999996
2019-03-03,RUB,-21658.38,36574.35000000002
2019-03-04,GBP,-4.5,229.88999999999996
2019-03-05,GBP,-57.48,172.40999999999997
2019-03-05,RUB,-7461,29113.35000000002
2019-03-06,GBP,158.36,330.77
2019-03-06,RUB,-21339.77,7773.58000000002
2019-03-07,GBP,-138.52,192.24999999999997
2019-03-07,RUB,86759,94532.58000000002
2019-03-09,GBP,3.22,195.46999999999997
2019-03-09,RUB,-462.3,94070.28000000001
2019-03-10,RUB,-16407.3,77662.98000000001
2019-03-11,RUB,-7411.37,70251.61000000002
2019-03-12,RUB,3089.26,73340.87000000001
2019-03-13,GBP,5.6,201.06999999999996
2019-03-13,RUB,-57590,15750.87000000001
2019-03-14,RUB,-6104.16,9646.71000000001
2019-03-15,RUB,-1775.38,7871.33000000001
2019-03-16,RUB,-9035.93,-1164.5999999999904
2019-03-17,RUB,-8235.44,-9400.03999999999
2019-03-18,RUB,-225.4,-9625.43999999999
2019-03-19,USD,19.07,11390.059999999989
2019-03-19,RUB,-3060,-12685.43999999999
2019-03-20,RUB,-5265.69,-17951.12999999999
2019-03-21,RUB,-1230.5,-19181.62999999999
2019-03-22,RUB,-2534.99,-21716.619999999988
2019-03-23,RUB,-6334.83,-28051.44999999999
2019-03-24,RUB,-4854.96,-32906.40999999999
2019-03-25,RUB,-87.8,-32994.20999999999
2019-03-26,RUB,154926.96,121932.75
2019-03-27,RUB,-52260.48,69672.26999999999
2019-03-28,RUB,-1545.77,68126.49999999999
2019-03-29,RUB,-206.67,67919.82999999999
2019-03-30,RUB,-11398.92,56520.90999999999
2019-03-31,USD,0.42,11390.479999999989
2019-03-31,EUR,0.05,6096.080000000002
2019-03-31,RUB,-1057,55463.90999999999
2019-04-01,RUB,-14646.57,40817.33999999999
2019-04-02,RUB,-9012.18,31805.15999999999
2019-04-03,RUB,-7456.35,24348.80999999999
2019-04-04,RUB,-645.79,23703.01999999999
2019-04-05,RUB,-403,23300.01999999999
2019-04-06,RUB,-1648.01,21652.00999999999
2019-04-07,RUB,-2444.51,19207.499999999993
2019-04-08,RUB,-3346.6,15860.899999999992
2019-04-09,RUB,-698.11,15162.789999999992
2019-04-10,RUB,44697.63,59860.41999999999
2019-04-11,RUB,-48513.56,11346.859999999993
2019-04-12,USD,-1000.8,10389.67999999999
2019-04-12,RUB,61329.44,72676.29999999999
2019-04-13,RUB,-2011.73,70664.56999999999
2019-04-14,RUB,-8464.37,62200.19999999999
2019-04-15,RUB,-3056.31,59143.88999999999
2019-04-16,GBP,-120.63,80.43999999999997
2019-04-16,RUB,8766.66,67910.54999999999
2019-04-17,RUB,-1735.44,66175.10999999999
2019-04-18,RUB,-3778.18,62396.929999999986
2019-04-19,RUB,-1240.97,61155.959999999985
2019-04-20,RUB,-3636.01,57519.94999999998
2019-04-21,RUB,-1795.84,55724.109999999986
2019-04-22,RUB,-5714.36,50009.749999999985
2019-04-23,RUB,-206.4,49803.349999999984
2019-04-24,RUB,-3771.27,46032.07999999999
2019-04-25,RUB,-11318.76,34713.319999999985
2019-04-26,RUB,51629.9,86343.21999999999
2019-04-27,RUB,-13081.53,73261.68999999999
2019-04-29,RUB,-1374.97,71886.71999999999
2019-04-30,RUB,-18033.99,53852.72999999998
2019-05-01,RUB,-4844.7,49008.029999999984
2019-05-02,RUB,-6827.91,42180.11999999998
2019-05-03,RUB,-1174,41006.11999999998
2019-05-04,RUB,-3879.99,37126.12999999998
2019-05-05,RUB,-9223.19,27902.93999999998
2019-05-06,RUB,-6597.59,21305.34999999998
2019-05-07,RUB,-1410.1,19895.24999999998
2019-05-08,RUB,83991.91,103887.15999999999
2019-05-09,RUB,-2272.21,101614.94999999998
2019-05-10,RUB,-9781.54,91833.40999999997
2019-05-11,RUB,-1378,90455.40999999997
2019-05-12,RUB,-30955.06,59500.34999999998
2019-05-13,RUB,-1810.89,57689.45999999998
2019-05-14,RUB,-6744.67,50944.78999999998
2019-05-15,RUB,-5529.56,45415.22999999998
2019-05-16,RUB,-322,45093.22999999998
2019-05-17,RUB,-3974.28,41118.94999999998
2019-05-18,RUB,-609.4,40509.54999999998
2019-05-19,RUB,-4831.59,35677.95999999998
2019-05-20,RUB,-6896.93,28781.029999999977
2019-05-21,RUB,-2113.6,26667.42999999998
2019-05-22,RUB,-6447.81,20219.619999999977
2019-05-23,RUB,-693.12,19526.499999999978
2019-05-24,RUB,-190.7,19335.799999999977
2019-05-25,RUB,-6767.47,12568.329999999976
2019-05-26,RUB,-10394.07,2174.2599999999766
2019-05-27,RUB,-290,1884.2599999999766
2019-05-28,RUB,-4237.72,-2353.4600000000237
2019-05-29,RUB,47323.42,44969.95999999998
2019-05-30,RUB,-17743.88,27226.079999999976
2019-05-31,RUB,-2057.24,25168.839999999975
2019-06-01,RUB,-2416.56,22752.279999999973
2019-06-02,RUB,-2855.82,19896.459999999974
2019-06-03,RUB,-4957.45,14939.009999999973
2019-06-04,EUR,-69,6027.080000000002
2019-06-04,RUB,1089.35,16028.359999999973
2019-06-05,RUB,-3545.8,12482.559999999972
2019-06-06,RUB,-3430.73,9051.829999999973
2019-06-07,RUB,-1377.1,7674.729999999972
2019-06-08,RUB,-1135.3,6539.429999999972
2019-06-09,RUB,-885.32,5654.109999999972
2019-06-10,RUB,85811.91,91466.01999999997
2019-06-11,RUB,-7946.34,83519.67999999998
2019-06-12,RUB,-4981.42,78538.25999999998
2019-06-13,RUB,-2198.55,76339.70999999998
2019-06-14,RUB,-1247.3,75092.40999999997
2019-06-15,RUB,-7283.66,67808.74999999997
2019-06-16,RUB,-4554.49,63254.25999999997
2019-06-17,RUB,-1958.6,61295.659999999974
2019-06-18,RUB,-834.27,60461.38999999998
2019-06-19,RUB,-4884.12,55577.269999999975
2019-06-20,RUB,-4287.59,51289.67999999998
2019-06-21,RUB,-717.99,50571.68999999998
2019-06-22,RUB,-7146.38,43425.30999999998
2019-06-23,RUB,-2110.57,41314.73999999998
2019-06-24,RUB,202701.4,244016.13999999998
2019-06-25,RUB,-4144.86,239871.28
2019-06-26,RUB,-136.3,239734.98
2019-06-27,RUB,-50000,189734.98
2019-06-28,RUB,-6024.83,183710.15000000002
2019-06-29,RUB,-17985.34,165724.81000000003
2019-06-30,RUB,-25454.43,140270.38000000003
2019-07-01,RUB,-323.33,139947.05000000005
2019-07-02,RUB,-1213.77,138733.28000000006
2019-07-03,RUB,-1276.4,137456.88000000006
2019-07-04,RUB,-1366.51,136090.37000000005
2019-07-05,RUB,-1955.95,134134.42000000004
2019-07-06,RUB,-3593.22,130541.20000000004
2019-07-07,RUB,-15559.04,114982.16000000003
2019-07-08,RUB,-545,114437.16000000003
2019-07-09,RUB,-259.6,114177.56000000003
2019-07-10,RUB,82431.79,196609.35000000003
2019-07-11,RUB,-4373.6,192235.75000000003
2019-07-12,RUB,-6849.58,185386.17000000004
2019-07-13,RUB,-7553.8,177832.37000000005
2019-07-14,RUB,-5132.98,172699.39000000004
2019-07-15,RUB,-2160.54,170538.85000000003
2019-07-16,RUB,-8770.08,161768.77000000005
2019-07-17,RUB,-1215.09,160553.68000000005
2019-07-18,RUB,-4745.55,155808.13000000006
2019-07-19,RUB,-2600.48,153207.65000000005
2019-07-20,RUB,-6496.86,146710.79000000007
2019-07-21,RUB,-8783.82,137926.97000000006
2019-07-22,RUB,-1248.8,136678.17000000007
2019-07-25,RUB,114601.8,251279.9700000001
2019-07-26,RUB,-63018.59,188261.3800000001
2019-07-27,RUB,-6102,182159.3800000001
2019-07-28,RUB,-2590.39,179568.99000000008
2019-07-29,RUB,-1853.33,177715.6600000001
2019-07-30,RUB,-11182.52,166533.1400000001
2019-07-31,RUB,-16023.23,150509.9100000001
2019-08-01,RUB,-4386.64,146123.27000000008
2019-08-02,RUB,-1548.44,144574.83000000007
2019-08-03,RUB,-3430.34,141144.49000000008
2019-08-04,RUB,-10649,130495.49000000008
2019-08-05,RUB,-2926.55,127568.94000000008
2019-08-06,RUB,-1874.03,125694.91000000008
2019-08-07,RUB,-578.5,125116.41000000008
2019-08-08,RUB,91679.49,216795.90000000008
2019-08-09,RUB,-6058,210737.90000000008
2019-08-10,RUB,1789.38,212527.2800000001
2019-08-11,RUB,-29258.09,183269.1900000001
2019-08-12,RUB,-4664.27,178604.9200000001
2019-08-13,RUB,-3582.87,175022.0500000001
2019-08-14,RUB,-14597.74,160424.3100000001
2019-08-15,RUB,-2977.1,157447.2100000001
2019-08-16,RUB,-4041.9,153405.3100000001
2019-08-17,RUB,-1571.54,151833.7700000001
2019-08-18,USD,21.32,10410.999999999989
2019-08-18,RUB,-3735.29,148098.4800000001
2019-08-19,RUB,-8421.02,139677.4600000001
2019-08-20,RUB,-3334.6,136342.8600000001
2019-08-21,RUB,-2130.19,134212.6700000001
2019-08-22,RUB,-515.1,133697.5700000001
2019-08-23,RUB,-1132.75,132564.8200000001
2019-08-24,RUB,-7297.76,125267.0600000001
2019-08-25,RUB,-10655.05,114612.0100000001
2019-08-26,RUB,-6180.6,108431.41000000009
2019-08-27,RUB,109949.39,218380.8000000001
2019-08-28,RUB,-5666.06,212714.7400000001
2019-08-29,RUB,-1772.15,210942.5900000001
2019-08-30,RUB,-9267.78,201674.8100000001
2019-08-31,RUB,-22945.1,178729.7100000001
2019-09-01,RUB,-3099.33,175630.38000000012
2019-09-02,RUB,-1383.5,174246.88000000012
2019-09-03,RUB,-5012.53,169234.35000000012
2019-09-04,RUB,-3053.42,166180.9300000001
2019-09-05,RUB,-50699,115481.93000000011
2019-09-06,RUB,-3768,111713.93000000011
2019-09-07,RUB,-2772.37,108941.56000000011
2019-09-08,RUB,-5813.45,103128.11000000012
2019-09-09,RUB,-5472,97656.11000000012
2019-09-10,RUB,94817.16,192473.27000000014
2019-09-11,RUB,-26053.72,166419.55000000013
2019-09-12,RUB,-7185.97,159233.58000000013
2019-09-13,RUB,-14822.39,144411.19000000012
2019-09-14,RUB,-367.8,144043.39000000013
2019-09-15,RUB,-18409.63,125633.76000000013
2019-09-16,RUB,-650.87,124982.89000000013
2019-09-17,RUB,-1764.96,123217.93000000012
2019-09-18,USD,21.37,10432.36999999999
2019-09-18,RUB,-1914.68,121303.25000000013
2019-09-19,RUB,-3534.13,117769.12000000013
2019-09-20,RUB,-4658.76,113110.36000000013
2019-09-21,RUB,-7150.92,105959.44000000013
2019-09-22,RUB,-1425.1,104534.34000000013
2019-09-23,RUB,-1515,103019.34000000013
2019-09-24,RUB,-1381.5,101637.84000000013
2019-09-25,RUB,94471.1,196108.94000000012
2019-09-26,RUB,-3699.21,192409.73000000013
2019-09-27,RUB,-2554.1,189855.63000000012
2019-09-28,RUB,-24699.69,165155.94000000012
2019-09-29,RUB,-2737.6,162418.3400000001
2019-09-30,RUB,-2177.73,160240.6100000001
2019-10-01,RUB,-10904.13,149336.4800000001
2019-10-02,RUB,-926.7,148409.7800000001
2019-10-03,RUB,-2271.12,146138.6600000001
2019-10-04,RUB,-2871.24,143267.4200000001
2019-10-05,RUB,-4666.87,138600.5500000001
2019-10-06,RUB,-6717.15,131883.4000000001
2019-10-07,RUB,-2783.3,129100.10000000011
2019-10-08,RUB,-5257.54,123842.56000000011
2019-10-09,RUB,86756.7,210599.26000000013
2019-10-10,RUB,-1930.57,208668.69000000012
2019-10-11,RUB,-1998.38,206670.3100000001
2019-10-12,RUB,-20562.57,186107.7400000001
2019-10-13,EUR,-1506.2,4520.880000000002
2019-10-13,RUB,105177.6,291285.3400000001
2019-10-14,RUB,-3501.8,287783.5400000001
2019-10-15,RUB,-13078.74,274704.8000000001
2019-10-16,RUB,-7424.31,267280.4900000001
2019-10-17,RUB,-4355.58,262924.9100000001
2019-10-18,RUB,-827.3,262097.6100000001
2019-10-19,RUB,-14086.27,248011.3400000001
2019-10-20,RUB,-10761.58,237249.76000000013
2019-10-21,RUB,-8856.5,228393.26000000013
2019-10-22,RUB,-6664.57,221728.69000000012
2019-10-23,RUB,-1778.8,219949.89000000013
2019-10-24,RUB,-231.5,219718.39000000013
2019-10-25,RUB,-6734.95,212983.44000000012
2019-10-26,RUB,-9719.71,203263.73000000013
2019-10-27,RUB,-3304,199959.73000000013
2019-10-28,RUB,-53686,146273.73000000013
2019-10-29,RUB,106335.35,252609.08000000013
2019-10-30,RUB,-9306.82,243302.26000000013
2019-10-31,RUB,-6278.47,237023.79000000012
2019-11-01,RUB,-2679.15,234344.64000000013
2019-11-02,RUB,-3367.5,230977.14000000013
2019-11-03,RUB,-8578.1,222399.04000000012
2019-11-04,RUB,-10472.63,211926.41000000012
2019-11-05,RUB,-5318.79,206607.6200000001
2019-11-06,RUB,-318.2,206289.4200000001
2019-11-07,RUB,-5801.32,200488.1000000001
2019-11-08,RUB,-30629,169859.1000000001
2019-11-09,RUB,-1770,168089.1000000001
2019-11-10,RUB,-1108.09,166981.0100000001
2019-11-11,RUB,-2155.49,164825.5200000001
2019-11-12,RUB,-7951.35,156874.1700000001
2019-11-13,RUB,-2608.41,154265.7600000001
2019-11-14,RUB,-22980.73,131285.0300000001
2019-11-15,RUB,-6239.6,125045.43000000008
2019-11-16,RUB,-9642.5,115402.93000000008
2019-11-17,RUB,-466.7,114936.23000000008
2019-11-18,RUB,-8149.93,106786.30000000008
2019-11-19,RUB,-1419.42,105366.88000000008
2019-11-20,RUB,-3715.98,101650.90000000008
2019-11-21,RUB,-3892.85,97758.05000000008
2019-11-22,RUB,-1152,96606.05000000008
2019-11-23,RUB,84972.81,181578.86000000007
2019-11-24,RUB,-1808.47,179770.39000000007
2019-11-25,RUB,-4073.27,175697.12000000008
2019-11-26,RUB,109706,285403.1200000001
2019-11-27,RUB,-4156.51,281246.6100000001
2019-11-28,RUB,-6293.13,274953.4800000001
2019-11-29,RUB,-64667.25,210286.2300000001
2019-11-30,RUB,-350,209936.2300000001
2019-12-01,RUB,-4669.78,205266.4500000001
2019-12-02,RUB,-13130.5,192135.9500000001
2019-12-03,RUB,-2286.5,189849.4500000001
2019-12-04,RUB,-2524.31,187325.1400000001
2019-12-05,RUB,-156.7,187168.4400000001
2019-12-06,RUB,-861.71,186306.7300000001
2019-12-07,RUB,-90681.31,95625.4200000001
2019-12-08,RUB,-4518,91107.4200000001
2019-12-09,RUB,-7746.85,83360.5700000001
2019-12-10,RUB,94816.74,178177.3100000001
2019-12-11,RUB,-2840.49,175336.82000000012
2019-12-12,RUB,-2797.75,172539.07000000012
2019-12-13,RUB,-2795.81,169743.26000000013
2019-12-14,RUB,-9860.8,159882.46000000014
2019-12-15,RUB,-5318.96,154563.50000000015
2019-12-16,RUB,-1938.62,152624.88000000015
2019-12-17,RUB,-6917.85,145707.03000000014
2019-12-18,RUB,-905,144802.03000000014
2019-12-19,RUB,-6603.1,138198.93000000014
2019-12-20,RUB,-3985.44,134213.49000000014
2019-12-21,RUB,-3391.16,130822.33000000013
2019-12-22,RUB,-4040.81,126781.52000000014
2019-12-23,RUB,-9303.71,117477.81000000014
2019-12-24,RUB,-62314.39,55163.420000000144
2019-12-25,RUB,209413.99,264577.41000000015
2019-12-26,RUB,-250.1,264327.3100000002
2019-12-27,RUB,-59417.53,204909.78000000017
2019-12-28,RUB,-2649.48,202260.30000000016
2019-12-29,RUB,-1189.57,201070.73000000016
2019-12-30,RUB,-5738.18,195332.55000000016
2019-12-31,RUB,-3032.53,192300.02000000016
2020-01-02,RUB,-12361.57,179938.45000000016
2020-01-03,RUB,-3041,176897.45000000016
2020-01-04,RUB,-50147,126750.45000000016
2020-01-05,RUB,-875.05,125875.40000000015
2020-01-06,RUB,-11829.6,114045.80000000015
2020-01-07,RUB,-1691.71,112354.09000000014
2020-01-08,RUB,-2437.5,109916.59000000014
2020-01-09,RUB,-1168.67,108747.92000000014
2020-01-10,RUB,92465.84,201213.76000000013
2020-01-11,RUB,-5634.91,195578.85000000012
2020-01-12,RUB,-5950.42,189628.4300000001
2020-01-13,RUB,-1840.8,187787.63000000012
2020-01-14,USD,5177.34,15609.70999999999
2020-01-14,EUR,-4500,20.880000000001928
2020-01-14,RUB,-322.6,187465.03000000012
2020-01-15,USD,1015.72,16625.42999999999
2020-01-15,RUB,-65713.39,121751.64000000012
2020-01-16,RUB,-33035.9,88715.7400000001
2020-01-17,RUB,-2192.9,86522.84000000011
2020-01-18,RUB,-4011.35,82511.4900000001
2020-01-20,RUB,-5541.68,76969.81000000011
2020-01-21,RUB,6604.6,83574.41000000012
2020-01-22,RUB,-25233.44,58340.97000000012
2020-01-23,RUB,-5988.36,52352.61000000012
2020-01-24,RUB,108288.1,160640.71000000014
2020-01-25,RUB,-7136.85,153503.86000000013
2020-01-26,RUB,-4586.13,148917.73000000013
2020-01-27,RUB,-5835.51,143082.22000000012
2020-01-28,RUB,-2533.41,140548.8100000001
2020-01-29,RUB,-20075.78,120473.03000000012
2020-01-30,RUB,-24115.67,96357.36000000012
2020-01-31,USD,0.02,16625.44999999999
2020-01-31,RUB,-4062.27,92295.09000000011
2020-02-01,RUB,-1246.02,91049.07000000011
2020-02-02,RUB,-696.54,90352.53000000012
2020-02-03,RUB,-4615.42,85737.11000000012
2020-02-04,RUB,-3258.5,82478.61000000012
2020-02-05,RUB,-2738.9,79739.71000000012
2020-02-06,RUB,-5563.5,74176.21000000012
2020-02-07,RUB,-4865.69,69310.52000000012
2020-02-08,RUB,-3635.42,65675.10000000012
2020-02-09,RUB,-4167.97,61507.13000000012
2020-02-10,RUB,90498.53,152005.66000000012
2020-02-11,RUB,-3114.22,148891.44000000012
2020-02-12,RUB,-77931.6,70959.84000000011
2020-02-13,RUB,-1770.4,69189.44000000012
2020-02-14,RUB,-7626.51,61562.93000000012
2020-02-15,RUB,-10485.64,51077.29000000012
2020-02-16,RUB,-464.79,50612.50000000012
2020-02-17,RUB,-1234,49378.50000000012
2020-02-18,RUB,-4647.69,44730.810000000114
2020-02-19,RUB,-3768.03,40962.780000000115
2020-02-20,RUB,-1387.59,39575.19000000012
2020-02-21,RUB,-5877.14,33698.05000000012
2020-02-22,RUB,-60470.49,-26772.43999999988
2020-02-23,RUB,-1386.3,-28158.739999999878
2020-02-24,RUB,-17519.45,-45678.18999999988
2020-02-25,RUB,109830,64151.81000000012
2020-02-26,RUB,-3718.31,60433.500000000124
2020-02-27,RUB,-6945.61,53487.89000000012
2020-02-28,RUB,-6677.65,46810.24000000012
2020-02-29,USD,0.13,16625.57999999999
2020-02-29,RUB,-15807.38,31002.860000000124
2020-03-01,RUB,-2833.16,28169.700000000124
2020-03-02,RUB,-3126,25043.700000000124
2020-03-03,RUB,-4475.98,20567.720000000125
2020-03-05,RUB,-6187.75,14379.970000000125
2020-03-06,RUB,-12701,1678.9700000001249
2020-03-08,RUB,-2675,-996.0299999998751
2020-03-09,RUB,-299,-1295.0299999998751
2020-03-10,RUB,84756.03,83461.00000000012
2020-03-11,RUB,-3127.8,80333.20000000011
2020-03-12,RUB,-10109.11,70224.09000000011
2020-03-13,RUB,-384.3,69839.79000000011
2020-03-14,RUB,-370,69469.79000000011
2020-03-15,RUB,-1545,67924.79000000011
2020-03-16,RUB,-3646.98,64277.81000000011
2020-03-17,RUB,-9971.49,54306.32000000011
2020-03-18,RUB,-11973.1,42333.22000000011
2020-03-20,RUB,-15631.72,26701.50000000011
2020-03-21,RUB,0,26701.50000000011
2020-03-22,RUB,-7800,18901.50000000011
2020-03-23,RUB,-2300,16601.50000000011
2020-03-24,RUB,-1367.49,15234.01000000011
2020-03-25,RUB,127499.75,142733.7600000001
