"date","code","delta","value"
2014-04-05,RUB,-186,25614.139999999778
2014-04-06,RUB,-1164,24450.139999999778
2014-04-07,RUB,-187,24263.139999999778
2014-04-08,RUB,-266,23997.139999999778
2014-04-09,RUB,-1668.89,22328.249999999778
2014-04-10,RUB,-1020.5,21307.749999999778
2014-04-11,RUB,-411,20896.749999999778
2014-04-12,RUB,-2120.29,18776.459999999777
2014-04-13,RUB,-766,18010.459999999777
2014-04-14,RUB,-2619,15391.459999999777
2014-04-16,RUB,-364,15027.459999999777
2014-04-17,RUB,-337,14690.459999999777
2014-04-18,RUB,-352,14338.459999999777
2014-04-19,RUB,-10265.93,4072.529999999777
2014-04-20,RUB,8314,12386.529999999777
2014-04-21,RUB,-226,12160.529999999777
2014-04-22,RUB,-1847.46,10313.069999999778
2014-04-23,RUB,-192,10121.069999999778
2014-04-24,RUB,129853,139974.06999999977
2014-04-25,RUB,-332,139642.06999999977
2014-04-26,RUB,-1582.68,138059.38999999978
2014-04-27,RUB,-1373,136686.38999999978
2014-04-28,RUB,-2973.9,133712.4899999998
2014-04-29,RUB,-179,133533.4899999998
2014-04-30,RUB,-2834,130699.48999999979
2014-05-01,RUB,-51379,79320.48999999979
2014-05-02,RUB,-535,78785.48999999979
2014-05-03,RUB,-201,78584.48999999979
2014-05-04,RUB,-8505.6,70078.88999999978
2014-05-05,RUB,-9666.41,60412.47999999978
2014-05-06,RUB,-302,60110.47999999978
2014-05-07,RUB,-1683,58427.47999999978
2014-05-08,RUB,-3063.32,55364.15999999978
2014-05-09,RUB,-1109.5,54254.65999999978
2014-05-10,RUB,-952.26,53302.399999999776
2014-05-11,RUB,-644.8,52657.59999999977
2014-05-12,RUB,-4264.92,48392.679999999775
2014-05-13,RUB,-167,48225.679999999775
2014-05-14,RUB,-5418.39,42807.289999999775
2014-05-15,RUB,-185,42622.289999999775
2014-05-16,RUB,-1390.99,41231.29999999978
2014-05-17,RUB,-972,40259.29999999978
2014-05-18,RUB,-2794,37465.29999999978
2014-05-19,RUB,-246,37219.29999999978
2014-05-20,RUB,-212,37007.29999999978
2014-05-21,RUB,-20087,16920.299999999777
2014-05-22,RUB,-231,16689.299999999777
2014-05-23,RUB,-246,16443.299999999777
2014-05-24,RUB,-1283,15160.299999999777
2014-05-25,RUB,-5185,9975.299999999777
2014-05-26,RUB,-268,9707.299999999777
2014-05-27,RUB,130772.46,140479.75999999978
2014-05-28,RUB,-704,139775.75999999978
2014-05-29,RUB,-315,139460.75999999978
2014-05-30,RUB,-262,139198.75999999978
2014-05-31,RUB,-29927.98,109270.77999999978
2014-06-01,RUB,-40188,69082.77999999978
2014-06-02,RUB,-6730.77,62352.00999999978
2014-06-03,RUB,-4066.3,58285.70999999977
2014-06-04,RUB,-1222.57,57063.139999999774
2014-06-05,RUB,-231,56832.139999999774
2014-06-06,RUB,-551.15,56280.98999999977
2014-06-07,RUB,-2438,53842.98999999977
2014-06-08,RUB,-2434.59,51408.399999999776
2014-06-10,RUB,-375,51033.399999999776
2014-06-11,RUB,-19881.7,31151.699999999775
2014-06-12,RUB,-3004.5,28147.199999999775
2014-06-13,RUB,-970,27177.199999999775
2014-06-14,RUB,-1076.5,26100.699999999775
2014-06-15,RUB,-1251.49,24849.209999999774
2014-06-16,RUB,-160,24689.209999999774
2014-06-17,RUB,-177,24512.209999999774
2014-06-18,RUB,-1627,22885.209999999774
2014-06-19,RUB,-207,22678.209999999774
2014-06-20,RUB,-300,22378.209999999774
2014-06-21,RUB,-10391.01,11987.199999999773
2014-06-22,RUB,-232,11755.199999999773
2014-06-23,RUB,-841,10914.199999999773
2014-06-24,RUB,-2133.5,8780.699999999773
2014-06-25,RUB,-167,8613.699999999773
2014-06-26,RUB,191530,200143.69999999978
2014-06-27,RUB,-1066,199077.69999999978
2014-06-28,RUB,-21573.85,177503.84999999977
2014-06-29,RUB,-211,177292.84999999977
2014-06-30,RUB,-236,177056.84999999977
2014-07-01,RUB,-4337,172719.84999999977
2014-07-02,RUB,-227,172492.84999999977
2014-07-03,RUB,-50462,122030.84999999977
2014-07-04,RUB,-1317.5,120713.34999999977
2014-07-05,RUB,-14933.72,105779.62999999977
2014-07-07,RUB,-219,105560.62999999977
2014-07-08,RUB,-1029.5,104531.12999999977
2014-07-09,RUB,-242,104289.12999999977
2014-07-10,RUB,-387,103902.12999999977
2014-07-11,RUB,-316,103586.12999999977
2014-07-12,RUB,-32063.28,71522.84999999977
2014-07-13,RUB,-700,70822.84999999977
2014-07-15,RUB,-460,70362.84999999977
2014-07-16,RUB,79282,149644.84999999977
2014-07-17,RUB,-1499,148145.84999999977
2014-07-18,RUB,-5930,142215.84999999977
2014-07-19,RUB,-471,141744.84999999977
2014-07-20,RUB,-48095.89,93648.95999999977
2014-07-22,RUB,-591.61,93057.34999999977
2014-07-23,RUB,-777.62,92279.72999999978
2014-07-24,RUB,-612,91667.72999999978
2014-07-25,RUB,-945.1,90722.62999999977
2014-07-26,RUB,-43481,47241.62999999977
2014-07-27,RUB,-5193,42048.62999999977
2014-07-28,RUB,-667,41381.62999999977
2014-07-29,RUB,138212,179593.62999999977
2014-07-30,RUB,-6237,173356.62999999977
2014-07-31,RUB,-176,173180.62999999977
2014-08-01,RUB,-60177,113003.62999999977
2014-08-02,RUB,-4749,108254.62999999977
2014-08-03,RUB,-10691,97563.62999999977
2014-08-04,RUB,-11159.73,86403.89999999978
2014-08-05,RUB,-10363,76040.89999999978
2014-08-06,RUB,-1444,74596.89999999978
2014-08-07,RUB,-967,73629.89999999978
2014-08-08,RUB,24409.5,98039.39999999978
2014-08-09,RUB,-1515,96524.39999999978
2014-08-10,RUB,-44175.75,52348.649999999776
2014-08-11,RUB,-4413.67,47934.97999999978
2014-08-12,RUB,-5677,42257.97999999978
2014-08-13,RUB,-904.9,41353.079999999776
2014-08-14,RUB,-177,41176.079999999776
2014-08-15,RUB,-3220.15,37955.929999999775
2014-08-16,RUB,-3839.7,34116.22999999978
2014-08-17,RUB,-2873.5,31242.729999999778
2014-08-18,RUB,-3943.54,27299.189999999777
2014-08-19,RUB,-796.32,26502.869999999777
2014-08-22,RUB,-9495.56,17007.30999999978
2014-08-24,RUB,-2431.25,14576.05999999978
2014-08-25,RUB,-154,14422.05999999978
2014-08-27,RUB,141244.15,155666.2099999998
2014-08-28,RUB,-5446.1,150220.10999999978
2014-08-29,RUB,-14000,136220.10999999978
2014-08-30,RUB,-4550.91,131669.19999999978
2014-08-31,RUB,-2868.5,128800.69999999978
2014-09-01,RUB,-729.2,128071.49999999978
2014-09-02,RUB,-464,127607.49999999978
2014-09-03,RUB,-3775,123832.49999999978
2014-09-04,RUB,-403,123429.49999999978
2014-09-05,RUB,-230,123199.49999999978
2014-09-06,RUB,-3171,120028.49999999978
2014-09-07,RUB,-44712,75316.49999999978
2014-09-08,RUB,-393,74923.49999999978
2014-09-09,RUB,-1227.05,73696.44999999978
2014-09-10,RUB,-208,73488.44999999978
2014-09-11,RUB,-378,73110.44999999978
2014-09-12,RUB,-2877,70233.44999999978
2014-09-13,RUB,-1492.5,68740.94999999978
2014-09-14,RUB,-2912.9,65828.04999999978
2014-09-15,RUB,-789,65039.049999999785
2014-09-16,RUB,-1682.6,63356.449999999786
2014-09-17,RUB,-183,63173.449999999786
2014-09-18,RUB,-4683.86,58489.589999999786
2014-09-19,GBP,-12.5,101.4
2014-09-19,RUB,-5222.29,53267.299999999785
2014-09-20,GBP,20,121.4
2014-09-20,RUB,-23645.38,29621.919999999784
2014-09-21,GBP,-19.5,101.9
2014-09-22,GBP,45.01,146.91
2014-09-22,RUB,-8280.85,21341.06999999978
2014-09-23,GBP,116.5,263.40999999999997
2014-09-23,RUB,-14644.92,6696.149999999781
2014-09-24,GBP,-34.82,228.58999999999997
2014-09-24,RUB,-3706.8,2989.349999999781
2014-09-25,RUB,-309,2680.349999999781
2014-09-26,RUB,136803,139483.34999999977
2014-09-27,RUB,-4682,134801.34999999977
2014-09-28,RUB,-1471.14,133330.20999999976
2014-09-29,RUB,-100000,33330.20999999976
2014-09-30,RUB,-378,32952.20999999976
2014-10-01,RUB,-1500,31452.20999999976
2014-10-02,RUB,-7503.5,23948.70999999976
2014-10-03,RUB,-4171,19777.70999999976
2014-10-04,RUB,-1340,18437.70999999976
2014-10-05,RUB,-10150.76,8286.949999999759
2014-10-06,RUB,-180,8106.949999999759
2014-10-07,RUB,-573.6,7533.349999999758
2014-10-08,RUB,-421,7112.349999999758
2014-10-09,RUB,-124,6988.349999999758
2014-10-10,RUB,-318.5,6669.849999999758
2014-10-11,RUB,-553,6116.849999999758
2014-10-12,RUB,-386.5,5730.349999999758
2014-10-13,RUB,-247.5,5482.849999999758
2014-10-14,RUB,-582,4900.849999999758
2014-10-15,RUB,-361.01,4539.839999999758
2014-10-17,USD,-100,340.99999999998977
2014-10-17,RUB,3666.93,8206.769999999759
2014-10-18,RUB,-2083.1,6123.669999999758
2014-10-19,RUB,-3564,2559.669999999758
2014-10-20,RUB,-418,2141.669999999758
2014-10-21,USD,-100,240.99999999998977
2014-10-21,RUB,3667,5808.669999999758
2014-10-22,RUB,-443,5365.669999999758
2014-10-23,RUB,-1310.5,4055.169999999758
2014-10-24,RUB,-877,3178.169999999758
2014-10-25,RUB,-834.4,2343.769999999758
2014-10-26,RUB,-123.1,2220.669999999758
2014-10-27,RUB,-102.9,2117.769999999758
2014-10-28,RUB,-580.49,1537.279999999758
2014-10-29,RUB,137419,138956.27999999977
2014-10-30,RUB,-16591.01,122365.26999999977
2014-10-31,RUB,-4086,118279.26999999977
2014-11-01,RUB,-4593.12,113686.14999999978
2014-11-02,RUB,-1710.79,111975.35999999978
2014-11-03,RUB,-260,111715.35999999978
2014-11-04,RUB,-3240,108475.35999999978
2014-11-05,RUB,-3993.05,104482.30999999978
2014-11-06,RUB,-7518.65,96963.65999999979
2014-11-07,RUB,-517,96446.65999999979
2014-11-08,RUB,-475.2,95971.45999999979
2014-11-09,RUB,-56810.8,39160.659999999785
2014-11-10,RUB,-723.1,38437.55999999979
2014-11-11,RUB,-207,38230.55999999979
2014-11-12,RUB,-243,37987.55999999979
2014-11-13,RUB,-1214.5,36773.05999999979
2014-11-14,RUB,-3775,32998.05999999979
2014-11-15,RUB,-3836.68,29161.379999999786
2014-11-16,RUB,-3765.51,25395.869999999784
2014-11-17,RUB,-163,25232.869999999784
2014-11-18,RUB,-500,24732.869999999784
2014-11-19,RUB,-8644.25,16088.619999999784
2014-11-20,RUB,-2650.04,13438.579999999783
2014-11-21,RUB,-1248.7,12189.879999999783
2014-11-23,RUB,-4554.52,7635.359999999782
2014-11-24,RUB,-388,7247.359999999782
2014-11-25,RUB,-236,7011.359999999782
2014-11-26,RUB,138839.1,145850.4599999998
2014-11-27,RUB,-215.57,145634.88999999978
2014-11-28,RUB,-1307,144327.88999999978
2014-11-29,RUB,-1632,142695.88999999978
2014-11-30,RUB,-143,142552.88999999978
2014-12-01,RUB,-94956.96,47595.929999999775
2014-12-02,USD,5,245.99999999998977
2014-12-02,RUB,-579.55,47016.37999999977
2014-12-03,RUB,-252,46764.37999999977
2014-12-04,RUB,-609,46155.37999999977
2014-12-05,RUB,-281,45874.37999999977
2014-12-07,RUB,-290,45584.37999999977
2014-12-08,RUB,380,45964.37999999977
2014-12-09,RUB,-330.33,45634.04999999977
2014-12-10,RUB,-393,45241.04999999977
2014-12-11,RUB,50763.15,96004.19999999978
2014-12-12,RUB,-1447.88,94556.31999999977
2014-12-13,RUB,-3546,91010.31999999977
2014-12-14,GBP,-13.15,215.43999999999997
2014-12-14,RUB,-1317.85,89692.46999999977
2014-12-15,GBP,-15,200.43999999999997
2014-12-15,RUB,-44122.07,45570.39999999977
2014-12-18,GBP,-21,179.43999999999997
2014-12-18,RUB,-2784.03,42786.36999999977
2014-12-19,RUB,-1804,40982.36999999977
2014-12-20,RUB,-50868.2,-9885.830000000227
2014-12-21,RUB,92762.5,82876.66999999978
2014-12-22,RUB,-1133,81743.66999999978
2014-12-23,RUB,-1778.1,79965.56999999977
2014-12-24,RUB,-32857,47108.569999999774
2014-12-25,RUB,-416.9,46691.66999999977
2014-12-26,EUR,500,500.00000000000136
2014-12-26,RUB,102240,148931.66999999978
2014-12-27,RUB,-38437.75,110493.91999999978
2014-12-28,RUB,-15584.18,94909.73999999979
2014-12-29,RUB,-4800.67,90109.06999999979
2014-12-30,EUR,300,800.0000000000014
2014-12-30,RUB,-29167.63,60941.439999999784
2014-12-31,RUB,-2394.63,58546.80999999979
2015-01-01,RUB,-535.47,58011.339999999786
2015-01-02,RUB,-3227.5,54783.839999999786
2015-01-03,RUB,-8382,46401.839999999786
2015-01-04,RUB,0,46401.839999999786
2015-01-05,RUB,-2769.83,43632.009999999784
2015-01-06,RUB,-1249.6,42382.409999999785
2015-01-08,RUB,-3058.84,39323.56999999979
2015-01-09,RUB,-2378,36945.56999999979
2015-01-10,EUR,20,820.0000000000014
2015-01-10,RUB,-739,36206.56999999979
2015-01-11,RUB,-8898.03,27308.53999999979
2015-01-12,RUB,-1841.17,25467.36999999979
2015-01-13,RUB,-454,25013.36999999979
2015-01-14,USD,250,495.99999999998977
2015-01-14,RUB,163.4,25176.769999999793
2015-01-15,RUB,-283.6,24893.169999999795
2015-01-16,RUB,-50,24843.169999999795
2015-01-17,RUB,-2736,22107.169999999795
2015-01-18,RUB,-1104,21003.169999999795
2015-01-19,RUB,-1092,19911.169999999795
2015-01-20,RUB,-1150.5,18760.669999999795
2015-01-21,RUB,-2439.09,16321.579999999794
2015-01-22,RUB,-6363,9958.579999999794
2015-01-23,RUB,-655,9303.579999999794
2015-01-25,RUB,-804.5,8499.079999999794
2015-01-26,RUB,-2353,6146.079999999794
2015-01-27,RUB,-705,5441.079999999794
2015-01-28,RUB,-252,5189.079999999794
2015-01-29,RUB,132231.07,137420.1499999998
2015-01-30,USD,500,995.9999999999898
2015-01-30,RUB,-5794,131626.1499999998
2015-01-31,USD,0,995.9999999999898
2015-01-31,RUB,-7447,124179.14999999979
2015-02-01,RUB,-70439,53740.14999999979
2015-02-03,RUB,-500,53240.14999999979
2015-02-04,GBP,-25,154.43999999999997
2015-02-06,GBP,-54,100.43999999999997
2015-02-06,RUB,-370.28,52869.86999999979
2015-02-07,USD,50.21,1046.2099999999898
2015-02-07,RUB,-21500.16,31369.70999999979
2015-02-09,RUB,1792.6,33162.309999999794
2015-02-10,RUB,-301,32861.309999999794
2015-02-11,RUB,-872,31989.309999999794
2015-02-12,RUB,-316,31673.309999999794
2015-02-13,RUB,-4323.1,27350.209999999795
2015-02-14,RUB,-1254.2,26096.009999999795
2015-02-15,RUB,-1076.63,25019.379999999794
2015-02-16,RUB,-232,24787.379999999794
2015-02-17,RUB,-215,24572.379999999794
2015-02-18,RUB,-568,24004.379999999794
2015-02-19,RUB,-165,23839.379999999794
2015-02-20,RUB,-7868.68,15970.699999999793
2015-02-21,RUB,-1448,14522.699999999793
2015-02-22,RUB,-853.3,13669.399999999794
2015-02-23,RUB,-2754.85,10914.549999999794
2015-02-24,RUB,-363,10551.549999999794
2015-02-25,RUB,-350,10201.549999999794
2015-02-26,RUB,-210,9991.549999999794
2015-02-27,RUB,179896.02,189887.56999999977
2015-02-28,USD,523.17,1569.3799999999896
2015-02-28,RUB,-41328.43,148559.13999999978
2015-03-01,RUB,-350,148209.13999999978
2015-03-02,RUB,-203,148006.13999999978
2015-03-03,RUB,-2466.52,145539.6199999998
2015-03-04,RUB,-70843,74696.61999999979
2015-03-05,RUB,-194,74502.61999999979
2015-03-06,RUB,-169,74333.61999999979
2015-03-08,RUB,-45643.4,28690.21999999979
2015-03-09,RUB,-534.5,28155.71999999979
2015-03-10,RUB,-6174,21981.71999999979
2015-03-11,RUB,-303,21678.71999999979
2015-03-12,RUB,-1152.5,20526.21999999979
2015-03-13,RUB,-4866.35,15659.86999999979
2015-03-14,RUB,-5045.16,10614.70999999979
2015-03-16,RUB,-238,10376.70999999979
2015-03-17,RUB,-283,10093.70999999979
2015-03-18,RUB,-357,9736.70999999979
2015-03-19,RUB,-289,9447.70999999979
2015-03-20,RUB,-394.88,9052.82999999979
2015-03-21,RUB,-4153.8,4899.029999999791
2015-03-22,RUB,2198.99,7098.01999999979
2015-03-23,RUB,3607,10705.01999999979
2015-03-24,RUB,-272,10433.01999999979
2015-03-25,RUB,-460,9973.01999999979
2015-03-26,RUB,-1581.4,8391.61999999979
2015-03-27,RUB,122554.64,130946.25999999979
2015-03-28,RUB,-2373.65,128572.6099999998
2015-03-30,RUB,-449,128123.6099999998
2015-03-31,RUB,-213,127910.6099999998
2015-04-01,RUB,-70382.5,57528.1099999998
2015-04-02,RUB,-869,56659.1099999998
2015-04-03,RUB,-364,56295.1099999998
2015-04-04,RUB,-10148.66,46146.44999999979
2015-04-05,RUB,-5278.05,40868.39999999979
2015-04-07,RUB,-874.7,39993.69999999979
2015-04-08,RUB,-393,39600.69999999979
2015-04-09,RUB,-1128,38472.69999999979
2015-04-10,RUB,-203,38269.69999999979
2015-04-11,RUB,-22077.5,16192.199999999793
2015-04-12,RUB,-5505.85,10686.349999999793
2015-04-13,RUB,-175,10511.349999999793
2015-04-14,RUB,-432,10079.349999999793
2015-04-15,RUB,-345.1,9734.249999999793
2015-04-16,RUB,-4563.71,5170.539999999793
2015-04-17,RUB,-1454.5,3716.0399999997926
2015-04-18,USD,-123.38,1445.9999999999895
2015-04-18,RUB,4963.79,8679.829999999793
2015-04-19,RUB,-3715.46,4964.3699999997925
2015-04-20,RUB,-434,4530.3699999997925
2015-04-21,RUB,-199,4331.3699999997925
2015-04-22,USD,-100,1345.9999999999895
2015-04-22,RUB,4482.5,8813.869999999792
2015-04-23,RUB,-268,8545.869999999792
2015-04-24,RUB,-1599.69,6946.179999999791
2015-04-25,RUB,-3378.45,3567.7299999997913
2015-04-26,USD,-100,1245.9999999999895
2015-04-26,RUB,3880.78,7448.509999999791
2015-04-27,RUB,-163,7285.509999999791
2015-04-28,RUB,3010.5,10296.009999999791
2015-04-29,RUB,160493.3,170789.30999999976
2015-04-30,RUB,-1499,169290.30999999976
2015-05-01,RUB,-74541.14,94749.16999999977
2015-05-02,RUB,-27242.62,67506.54999999977
2015-05-03,RUB,-4047.5,63459.04999999977
2015-05-04,RUB,-451.8,63007.24999999977
2015-05-05,RUB,-625,62382.24999999977
2015-05-06,RUB,-601.64,61780.60999999977
2015-05-07,RUB,-3873,57907.60999999977
2015-05-08,RUB,-2562.72,55344.88999999977
2015-05-09,RUB,-1285.01,54059.879999999765
2015-05-10,RUB,-2465,51594.879999999765
2015-05-12,RUB,-2256.5,49338.379999999765
2015-05-13,RUB,-2142.41,47195.96999999977
2015-05-14,RUB,-1496.9,45699.06999999977
2015-05-15,USD,300,1545.9999999999895
2015-05-15,RUB,-21048,24651.069999999767
2015-05-16,RUB,-1953,22698.069999999767
2015-05-17,RUB,-1063,21635.069999999767
2015-05-18,RUB,-483,21152.069999999767
2015-05-19,RUB,-383.9,20768.169999999765
2015-05-20,RUB,-3763.63,17004.539999999764
2015-05-21,RUB,-446.3,16558.239999999765
2015-05-22,RUB,-1100,15458.239999999765
2015-05-23,RUB,-7364.34,8093.899999999765
2015-05-24,RUB,-786,7307.899999999765
2015-05-25,RUB,-299.8,7008.099999999765
2015-05-26,RUB,160357.3,167365.39999999976
2015-05-27,RUB,-3365.4,163999.99999999977
2015-05-28,RUB,-3186.99,160813.00999999978
2015-05-29,RUB,-895,159918.00999999978
2015-05-30,RUB,-2352,157566.00999999978
2015-05-31,RUB,-1782,155784.00999999978
2015-06-01,RUB,3648.5,159432.50999999978
2015-06-02,RUB,-183,159249.50999999978
2015-06-03,RUB,-233,159016.50999999978
2015-06-04,RUB,-1268.2,157748.30999999976
2015-06-05,RUB,-373.95,157374.35999999975
2015-06-06,RUB,-5564.44,151809.91999999975
2015-06-07,RUB,-158,151651.91999999975
2015-06-08,RUB,-3056.68,148595.23999999976
2015-06-09,RUB,-193,148402.23999999976
2015-06-10,RUB,-411.4,147990.83999999976
2015-06-11,RUB,-4594.09,143396.74999999977
2015-06-12,RUB,-1887,141509.74999999977
2015-06-13,RUB,-1187.9,140321.84999999977
2015-06-14,RUB,-1567.35,138754.49999999977
2015-06-15,RUB,-163,138591.49999999977
2015-06-16,RUB,-2298,136293.49999999977
2015-06-17,RUB,-329,135964.49999999977
2015-06-18,RUB,-673,135291.49999999977
2015-06-19,RUB,-4100,131191.49999999977
2015-06-20,RUB,-6653.16,124538.33999999976
2015-06-21,RUB,-1214,123324.33999999976
2015-06-22,RUB,-478,122846.33999999976
2015-06-23,RUB,-380.7,122465.63999999977
2015-06-24,RUB,-749,121716.63999999977
2015-06-25,RUB,165396.1,287112.73999999976
2015-06-26,RUB,-4881.4,282231.33999999973
2015-06-27,RUB,-3790.5,278440.83999999973
2015-06-28,RUB,-600,277840.83999999973
2015-06-29,RUB,-472,277368.83999999973
2015-06-30,RUB,-513,276855.83999999973
2015-07-01,RUB,41077,317932.83999999973
2015-07-02,RUB,-2060.36,315872.47999999975
2015-07-03,RUB,-2144.08,313728.39999999973
2015-07-04,RUB,-2520,311208.39999999973
2015-07-06,RUB,-223.9,310984.4999999997
2015-07-07,RUB,-1183,309801.4999999997
2015-07-08,RUB,-44289,265512.4999999997
2015-07-09,RUB,-2509.5,263002.9999999997
2015-07-10,RUB,-3600,259402.9999999997
2015-07-11,RUB,-439,258963.9999999997
2015-07-12,RUB,4000,262963.9999999997
2015-07-13,RUB,66589,329552.9999999997
2015-07-14,RUB,-378,329174.9999999997
2015-07-15,RUB,-28968.88,300206.1199999997
2015-07-16,RUB,-1028.2,299177.9199999997
2015-07-17,RUB,-576.1,298601.8199999997
2015-07-18,RUB,-669,297932.8199999997
2015-07-19,RUB,-1846,296086.8199999997
2015-07-20,RUB,-2846.5,293240.3199999997
2015-07-21,RUB,-5050,288190.3199999997
2015-07-23,RUB,-1695,286495.3199999997
2015-07-24,RUB,-6173,280322.3199999997
2015-07-25,RUB,-9137.12,271185.1999999997
2015-07-27,USD,2700,4245.999999999989
2015-07-27,EUR,400,1220.0000000000014
2015-07-27,RUB,-191260,79925.19999999972
2015-07-28,RUB,0,79925.19999999972
2015-07-29,RUB,93640,173565.19999999972
2015-07-30,RUB,-1025,172540.19999999972
2015-07-31,RUB,-30265,142275.19999999972
2015-08-01,RUB,-72483,69792.19999999972
2015-08-02,RUB,-13655.26,56136.93999999972
2015-08-03,RUB,-18190.11,37946.82999999972
2015-08-04,RUB,-1584,36362.82999999972
2015-08-05,RUB,-929,35433.82999999972
2015-08-06,RUB,18570.68,54004.50999999972
2015-08-07,RUB,-3721.5,50283.00999999972
2015-08-08,RUB,-12346,37937.00999999972
2015-08-09,RUB,-2749.95,35187.05999999972
2015-08-10,RUB,63757.56,98944.61999999972
2015-08-11,RUB,-833.64,98110.97999999972
2015-08-12,RUB,-10848,87262.97999999972
2015-08-13,RUB,-3760,83502.97999999972
2015-08-14,RUB,-660,82842.97999999972
2015-08-15,RUB,-1815,81027.97999999972
2015-08-16,RUB,-49463.97,31564.00999999972
2015-08-17,RUB,-830,30734.00999999972
2015-08-18,RUB,-12223,18511.00999999972
2015-08-19,RUB,-284,18227.00999999972
2015-08-20,RUB,-155.9,18071.109999999717
2015-08-22,RUB,-16315.6,1755.5099999997165
2015-08-23,RUB,-2076.57,-321.0600000002837
2015-08-25,EUR,-50,1170.0000000000014
2015-08-25,RUB,95500,95178.93999999971
2015-08-26,RUB,-43870,51308.93999999971
2015-08-27,EUR,200,1370.0000000000014
2015-08-27,RUB,-15500,35808.93999999971
2015-08-28,RUB,2600,38408.93999999971
2015-08-29,RUB,-23758,14650.939999999711
2015-08-30,RUB,-3458.53,11192.40999999971
2015-08-31,EUR,-50,1320.0000000000014
2015-08-31,RUB,1197.56,12389.96999999971
2015-09-03,EUR,-200,1120.0000000000014
2015-09-03,RUB,-2543.79,9846.17999999971
2015-09-06,RUB,-2604.06,7242.11999999971
2015-09-07,RUB,-2856.79,4385.32999999971
2015-09-08,RUB,-1218,3167.32999999971
2015-09-09,RUB,-59.53,3107.7999999997096
2015-09-10,RUB,72517,75624.79999999971
